"astro-ph/0202443","Ersin Gogus","Richard Lieu (University of Alabama in Huntsville)","The effect of Planck scale space time fluctuations on Lorentz invariance
  at extreme speeds","Accepted by Astrophysical Journal Letters","Astrophys.J. 568 (2002) L67-L70","10.1086/340377",,"astro-ph gr-qc hep-ex hep-ph hep-th math-ph math.MP",,"  The starting point of this work is the axiomatic existence of a smallest
measurable interval, viz. the Planck time $t_P$, set by quantum fluctuations in
the vacuum metric tensor. By the Relativity Principle, the same limit must then
apply to the accuracy of all clocks which register time of events in their own
frames. Further, it implies that the ordinary meaning of distance also ceases
in the same manner beyond a scale l_P = c t_P. We demonstrate that quantum
space-time, if real, may be made manifest by observing very energetic
collisions, defined as interactions which occurred with the center-of-mass
frame $\Sigma'$ (of the participating bodies) moving at a high speed $v$
relative to our laboratory frame $\Sigma$. In such situations, the initial
conditions of the interaction are determined from direct measurements of the
ultra-energetic particles or photons by instruments aboard $\Sigma$: they
gather a raw dataset ${\cal S}$ which are subject to the limiting uncertainties
\~ (t_P, l_P). Yet a meaningful (i.e. experimentally verified) version of the
interaction is one where the interaction is viewed from frame $\Sigma'$. Since
no instruments aboard $\Sigma'$ have taken any data, the way we proceeded is by
a Lorentz transformation of ${\cal S}$ from $\Sigma$ to $\Sigma'$. Beware
however that the resulting ${\cal S'}$ no longer consists of raw data, i.e.
Lorentz distortions of probability distributions render the uncertainties
non-Planckian - in fact, it will be shown that as v -> c they are >> (t_P,
l_P), and are no longer negligible. Examples will given to indicate how a
proper interpretation of the most current high energy cosmic and gamma-ray data
necessitates incorporation of the said effect.
","[{""version"":""v1"",""created"":""Mon, 25 Feb 2002 20:18:08 GMT""},{""version"":""v2"",""created"":""Tue, 26 Feb 2002 02:55:04 GMT""}]","2009-11-07"
"quant-ph/0202146","Luzh","Jingfu Zhang, Zhiheng Lu, Lu Shan, and Zhiwei Deng","Experimental study of quantum decoherence using nuclear magnetic
  resonance","19 pages,7 figures",,,,"quant-ph",,"  Quantum decoherence has been studied using nuclear magnetic resonance(NMR).
By choosing one qubit to simulate environment, we examine the decoherence
behavior of two quantum systems: a one qubit system and a two qubit system. The
experimental results show agreements with the theoretical predictions. Our
experiment schemes can be generalized to the case that the environment is
composed of multiple qubits.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 01:56:49 GMT""}]","2007-05-23"
"quant-ph/0202147","Taksu Cheon","Taksu Cheon and Pavel Exner","Persistent currents due to point obstacles","13 pages 14 figures","Physics Letters A307 (2003) 209-214","10.1016/S0375-9601(02)01719-X",,"quant-ph cond-mat.mes-hall",,"  We discuss properties of the two-dimensional Landau Hamiltonian perturbed by
a family of identical $\delta$ potentials arranged equidistantly along a closed
loop. It is demonstrated that for the loop size exceeding the effective size of
the point obstacles and the cyclotronic radius such a system exhibits
persistent currents at the bottom of the spectrum. We also show that the effect
is sensitive to a small disorder.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 02:50:02 GMT""}]","2009-02-28"
"quant-ph/0202148","Ulrich Mohrhoff","Ulrich Mohrhoff","Making sense of a world of clicks","15 pages, LaTeX2e","Found Phys 32(8), 1295-1311 (2002)","10.1023/A:1019775404748","SAAPS 020211","quant-ph",,"  In a recent article O. Ulfbeck and A. Bohr (Foundations of Physics 31, 757,
2001) have stressed the genuine fortuitousness of detector clicks, which has
also been pointed out, in different terms, by the present author (American
Journal of Physics 68, 728, 2000). In spite of this basic agreement, the
present article raises objections to the presuppositions and conclusions of
Ulfbeck and Bohr, in particular their rejection of the terminology of
indefinite variables, their identification of reality with ""the world of
experience,"" their identification of experience with what takes place ""on the
spacetime scene,"" and the claim that their interpretation of quantum mechanics
is ""entirely liberated"" from classical notions. An alternative way of making
sense of a world of uncaused clicks is presented. This does not invoke
experience but deals with a free-standing reality, is not fettered by classical
conceptions of space and time but introduces adequate ways of thinking about
the spatiotemporal aspects of the quantum world, and does not reject indefinite
variables but clarifies the implications of their existence.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 05:04:57 GMT""}]","2022-10-12"
"quant-ph/0202149","Ulrich Mohrhoff","Ulrich Mohrhoff","Why the laws of physics are just so","12 pages, LaTeX2e","Found.Phys.32:1313-1324,2002","10.1023/A:1019727521587","SAAPS 020221","quant-ph",,"  Does a world that contains chemistry entail the validity of both the standard
model of elementary particle physics and general relativity, at least as
effective theories? This article shows that the answer may very well be
affirmative. It further suggests that the very existence of stable, spatially
extended material objects, if not the very existence of the physical world, may
require the validity of these theories.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 05:16:29 GMT""}]","2011-05-25"
"quant-ph/0202150","Abhishek Dhar","Joseph Samuel and Abhishek Dhar","Hidden symmetries in deformed microwave resonators","2 pages, revised and expanded version","Phys. Rev. A, vol. 66, 044102 (2002)","10.1103/PhysRevA.66.044102",,"quant-ph cond-mat",,"  We explain the ``Hidden symmetries'' observed in wavefunctions of deformed
microwave resonators in recent experiments.We also predict that other such
symmetries can be seen in microwave resonators.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 08:10:25 GMT""},{""version"":""v2"",""created"":""Tue, 15 Oct 2002 18:18:15 GMT""}]","2009-11-07"
"quant-ph/0202151","Boon Leong Lan","Boon Leong Lan","A realist view of the canonical EPRB experiment based on quantum theory
  and its consequences","To be published in the Journal of Optics B as part of the
  proceeedings of the Garda 2001 Workshop on Mysteries, Puzzles and Paradoxes
  in Quantum Mechanics","J Optics B, v4, S384-385 (2002)","10.1088/1464-4266/4/4/324",,"quant-ph",,"  A realist view of the Einstein-Podolsky-Rosen-Bohm experiment with spins
based on quantum theory is presented. This view implies that there is no action
at a distance. It also implies that the measurement result A (B) for particle 1
(2) depends on both magnet angles, and hence the probability of obtaining the
result A (B) also depends on both magnet angles. In light of these realist
implications, it is clear that what is wrong at least with local realistic
theory is not the locality or no action-at-a-distance assumption itself but
rather the formal implementation of that assumption.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 09:37:01 GMT""}]","2009-11-07"
"quant-ph/0202152","Jaromir Fiurasek","Jaromir Fiurasek, Miloslav Dusek, Radim Filip","Universal measurement apparatus controlled by quantum software","4 pages, 2 figures, reference added","Phys. Rev. Lett. 89, 190401 (2002).","10.1103/PhysRevLett.89.190401",,"quant-ph",,"  We propose a quantum device that can approximate any projective measurement
on a qubit. The desired measurement basis is selected by the quantum state of a
""program register"". The device is optimized with respect to maximal average
fidelity (assuming uniform distribution of measurement bases). An interesting
result is that if one uses two qubits in the same state as a program the
average fidelity is higher than if he/she takes the second program qubit in the
orthogonal state (with respect to the first one). The average information
obtainable by the proposed measurements is also calculated and it is shown that
it can get different values even if the average fidelity stays constant.
Possible experimental realization of the simplest proposed device is presented.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 10:40:56 GMT""},{""version"":""v2"",""created"":""Thu, 28 Feb 2002 09:28:56 GMT""}]","2009-11-07"
"quant-ph/0202153","Artur Lozinski","Artur Lozinski (Cracow), Prot Pakonski (Cracow), Karol Zyczkowski
  (Warsaw)","Irreversible Quantum Baker Map","4 pages, 3 figures included","Phys. Rev. E 66, 065201(2002)","10.1103/PhysRevE.66.065201",,"quant-ph nlin.CD",,"  We propose a generalization of the model of classical baker map on the torus,
in which the images of two parts of the phase space do overlap. This
transformation is irreversible and cannot be quantized by means of a unitary
Floquet operator. A corresponding quantum system is constructed as a completely
positive map acting in the space of density matrices. We investigate spectral
properties of this super-operator and their link with the increase of the
entropy of initially pure states.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 11:11:47 GMT""}]","2009-11-07"
"quant-ph/0202154","Akira Kitagawa","Akira Kitagawa, Katsuji Yamamoto","Maximal entanglement of squeezed vacuum states via swapping with
  number-phase measurement","4 pages, 1 PS figure, RevTeX",,"10.1103/PhysRevA.66.052312",,"quant-ph",,"  We propose a method to refine entanglement via swapping from a pair of
squeezed vacuum states by performing the Bell measurement of number sum and
phase difference. The resultant states are maximally entangled by adjusting the
two squeezing parameters to the same value. We then describe the teleportation
of number states by using the entangled states prepared in this way.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 11:28:32 GMT""},{""version"":""v2"",""created"":""Wed, 26 Jun 2002 08:14:58 GMT""}]","2009-11-07"
"quant-ph/0202155","Udo v. Toussaint","Vadim N. Smelyanskiy, Udo v. Toussaint and Dogan A. Timucin","Dynamics of quantum adiabatic evolution algorithm for Number
  Partitioning","32 pages, 5 figures, 3 Appendices; List of additions compare to v.3:
  (i) numerical solution of the stationary Schroedinger equation for the
  adiabatic eigenstates and eigenvalues; (ii) connection between the scaling
  law of the minimum gap with the problem size and the shape of the
  coarse-grained distribution of the adiabatic eigenvalues at the
  avoided-crossing point",,,,"quant-ph",,"  We have developed a general technique to study the dynamics of the quantum
adiabatic evolution algorithm applied to random combinatorial optimization
problems in the asymptotic limit of large problem size $n$. We use as an
example the NP-complete Number Partitioning problem and map the algorithm
dynamics to that of an auxilary quantum spin glass system with the slowly
varying Hamiltonian. We use a Green function method to obtain the adiabatic
eigenstates and the minimum excitation gap, $g_{\rm min}={\cal O}(n 2^{-n/2})$,
corresponding to the exponential complexity of the algorithm for Number
Partitioning. The key element of the analysis is the conditional energy
distribution computed for the set of all spin configurations generated from a
given (ancestor) configuration by simulteneous fipping of a fixed number of
spins. For the problem in question this distribution is shown to depend on the
ancestor spin configuration only via a certain parameter related to the energy
of the configuration. As the result, the algorithm dynamics can be described in
terms of one-dimenssional quantum diffusion in the energy space. This effect
provides a general limitation on the power of a quantum adiabatic computation
in random optimization problems. Analytical results are in agreement with the
numerical simulation of the algorithm.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 11:43:08 GMT""},{""version"":""v2"",""created"":""Thu, 11 Apr 2002 15:17:27 GMT""},{""version"":""v3"",""created"":""Tue, 10 Sep 2002 06:29:18 GMT""},{""version"":""v4"",""created"":""Sun, 15 Sep 2002 22:38:37 GMT""}]","2007-05-23"
"quant-ph/0202156","Julius Ruseckas","J. Ruseckas and B. Kaulakys","Time problem in quantum mechanics and weak measurements","2 figures","PLA 287 (2001) 297-303",,,"quant-ph",,"  A question of the time the system spends in the specified state, when the
final state of the system is given, is raised. The model of weak measurements
is used to obtain the expression for the time. The conditions for determination
of such a time are obtained.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 11:43:36 GMT""}]","2007-05-23"
"quant-ph/0202157","Julius Ruseckas","Julius Ruseckas","Influence of the finite duration of the measurement on the quantum Zeno
  effect",,"PLA 291 (2001) 185-189",,,"quant-ph",,"  We analyze the influence of the finite duration of the measurement on the
quantum Zeno effect, using a simple model of the measurement. It is shown that
the influence of the finite duration of the measurement is uninportant when
this duration is small compared to the duration of the free evolution between
the measurements.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 11:50:49 GMT""}]","2007-05-23"
"quant-ph/0202158","B. Brezger","B. Brezger, L. Hackerm\""uller, S. Uttenthaler, J. Petschinka, M.
  Arndt, A. Zeilinger","Matter-wave interferometer for large molecules","revtex4, 4 pages, 3 figures","Phys. Rev. Lett. 88, 100404 (2002)","10.1103/PhysRevLett.88.100404",,"quant-ph",,"  We demonstrate a near-field Talbot-Lau interferometer for C-70 fullerene
molecules. Such interferometers are particularly suitable for larger masses.
Using three free-standing gold gratings of one micrometer period and a
transversally incoherent but velocity-selected molecular beam, we achieve an
interference fringe visibility of 40 % with high count rate. Both the high
visibility and its velocity dependence are in good agreement with a quantum
simulation that takes into account the van der Waals interaction of the
molecules with the gratings and are in striking contrast to a classical moire
model.
","[{""version"":""v1"",""created"":""Tue, 26 Feb 2002 14:11:27 GMT""}]","2016-08-16"
